# PLab PicoQuake Data
# Time: 2024-04-21 15:54:46.333682, Device: D4E9 (E6632891E36F2029)
# Num. samples: 10000, Duration: 5.0 s
# Config: data_rate = 2000.0 Hz, filter = 488 Hz, acc_range = 4 g, gyro_range = 250.0 dps
# Integrity: True, Skipped samples: 0
count,a_x,a_y,a_z,g_x,g_y,g_z
50,0.197998046875,-0.0220947265625,-0.7392578125,-0.0991821214556694,2.4261474609375,1.2741087675094604
51,0.2222900390625,-0.0355224609375,-0.6805419921875,0.0762939453125,2.09808349609375,1.2969969511032104
52,0.243408203125,-0.0587158203125,-0.62109375,0.1754760593175888,1.8234251737594604,1.2817381620407104
53,0.2607421875,-0.07177734375,-0.5697021484375,0.1373291015625,1.6021727323532104,1.068115234375
54,0.2686767578125,-0.07421875,-0.5726318359375,-0.0610351525247097,1.5716551542282104,0.7247924208641052
55,0.25341796875,-0.07958984375,-0.632568359375,-0.1983642429113388,1.5029906034469604,0.4653930366039276
56,0.2564697265625,-0.0850830078125,-0.6748046875,-0.2059936374425888,0.9994506239891052,0.0915527269244194
57,0.3028564453125,-0.079833984375,-0.66259765625,-0.1983642429113388,0.6561278700828552,-1.15203857421875
58,0.3056640625,-0.0660400390625,-0.647705078125,-0.1678466647863388,0.8926391005516052,-0.7095336318016052
59,0.2581787109375,-0.0479736328125,-0.667724609375,0.0534057579934597,0.7858275771141052,-0.0610351525247097
60,0.22119140625,-0.032470703125,-0.6578369140625,0.152587890625,0.3662109076976776,0.0915527269244194
61,0.1744384765625,-0.030029296875,-0.6026611328125,0.1754760593175888,0.14495849609375,0.152587890625
62,0.1220703125,-0.03271484375,-0.571044921875,0.152587890625,-0.2212524265050888,0.0839233323931694
63,0.111083984375,-0.0301513671875,-0.59033203125,0.0610351525247097,-0.8010863661766052,-0.26702880859375
64,0.1458740234375,-0.02978515625,-0.62646484375,-0.1754760593175888,-1.3809202909469604,-0.7781981825828552
65,0.20068359375,-0.02880859375,-0.6478271484375,-0.3890990912914276,-1.8386839628219604,-1.12152099609375
66,0.2652587890625,-0.0164794921875,-0.671142578125,-0.4730224311351776,-2.06756591796875,-1.5106199979782104
67,0.32080078125,0.001220703125,-0.71337890625,-0.3280639350414276,-2.2125244140625,-1.6555784940719604
68,0.3519287109375,0.01513671875,-0.7288818359375,-0.1907348483800888,-2.349853515625,-1.6021727323532104
69,0.360107421875,0.0333251953125,-0.7064208984375,-0.1602172702550888,-2.25830078125,-1.3885496854782104
70,0.319091796875,0.047607421875,-0.69775390625,-0.14495849609375,-1.8539427518844604,-0.9536742568016052
71,0.2186279296875,0.058349609375,-0.7418212890625,-0.1373291015625,-1.6784666776657104,-0.54168701171875
72,0.134033203125,0.071533203125,-0.7918701171875,-0.2212524265050888,-2.2125244140625,-0.29754638671875
73,0.1212158203125,0.085205078125,-0.808837890625,-0.4196166694164276,-2.983093023300171,-0.1831054538488388
74,0.1298828125,0.1015625,-0.8525390625,-0.7476806044578552,-3.112792730331421,-0.0991821214556694
75,0.1378173828125,0.11572265625,-0.940185546875,-0.9155272841453552,-3.356933355331421,0.0
76,0.198486328125,0.123291015625,-0.9825439453125,-0.8544921278953552,-4.1351318359375,-0.02288818173110485
77,0.308349609375,0.1285400390625,-0.942138671875,-0.8163451552391052,-4.638671875,0.02288818173110485
78,0.373779296875,0.131591796875,-0.908203125,-0.9002684950828552,-4.26483154296875,0.12969970703125
79,0.398193359375,0.1209716796875,-0.93212890625,-0.9765624403953552,-4.0435791015625,0.12969970703125
80,0.431396484375,0.0924072265625,-0.944091796875,-0.8773803114891052,-4.180908203125,0.274658203125
81,0.4295654296875,0.0618896484375,-0.94384765625,-0.8850097060203552,-3.807067632675171,0.5645751953125
82,0.3944091796875,0.04931640625,-1.0159912109375,-1.0528564453125,-3.395080327987671,0.8010863661766052
83,0.410888671875,0.0443115234375,-1.1441650390625,-1.21307373046875,-3.578185796737671,0.8621215224266052
84,0.4945068359375,0.0443115234375,-1.216552734375,-1.3275145292282104,-3.936767339706421,0.6866454482078552
85,0.5797119140625,0.0516357421875,-1.1968994140625,-1.3656615018844604,-3.776550054550171,0.51116943359375
86,0.6376953125,0.0653076171875,-1.203369140625,-1.251220703125,-3.089904546737671,0.4272460639476776
87,0.66064453125,0.072021484375,-1.253173828125,-1.2359619140625,-2.3956298828125,0.1907348483800888
88,0.65673828125,0.06494140625,-1.2362060546875,-1.21307373046875,-2.22015380859375,-0.06866455078125
89,0.651611328125,0.04443359375,-1.134765625,-1.09100341796875,-2.105712890625,-0.1602172702550888
90,0.6435546875,0.0218505859375,-1.0841064453125,-0.9689330458641052,-1.5487669706344604,-0.12969970703125
91,0.625244140625,0.0140380859375,-1.15869140625,-1.12152099609375,-0.9078978896141052,-0.2059936374425888
92,0.6016845703125,0.0107421875,-1.2489013671875,-1.3427733182907104,-0.7019042372703552,-0.0991821214556694
93,0.6483154296875,0.0169677734375,-1.2691650390625,-1.4877318143844604,-0.8621215224266052,-0.015258788131177425
94,0.75341796875,0.039306640625,-1.26806640625,-1.5945433378219604,-0.579833984375,-0.1068115159869194
95,0.82373046875,0.0635986328125,-1.3046875,-1.6250609159469604,0.0915527269244194,-0.26702880859375
96,0.8663330078125,0.0723876953125,-1.3292236328125,-1.5487669706344604,0.6637572646141052,-0.3356933295726776
97,0.900390625,0.0654296875,-1.265869140625,-1.4419554471969604,1.4190672636032104,-0.6103515625
98,0.87353515625,0.0501708984375,-1.167724609375,-1.220703125,2.49481201171875,-0.6942748427391052
99,0.756591796875,0.028564453125,-1.12646484375,-1.10626220703125,3.334045171737671,-0.4119872748851776
100,0.6488037109375,0.00390625,-1.118896484375,-1.190185546875,3.334045171737671,-0.015258788131177425
101,0.6422119140625,-0.0045166015625,-1.0889892578125,-1.4266966581344604,3.311156988143921,0.4043578803539276
102,0.6497802734375,0.0152587890625,-1.07373046875,-1.5335081815719604,4.05120849609375,0.8316039443016052
103,0.5999755859375,0.053955078125,-1.1126708984375,-1.5182493925094604,4.669189453125,1.15203857421875
104,0.587646484375,0.091064453125,-1.141357421875,-1.5411375761032104,4.44793701171875,1.03759765625
105,0.6439208984375,0.100341796875,-1.091796875,-1.6708372831344604,4.41741943359375,0.54931640625
106,0.6265869140625,0.0865478515625,-1.0460205078125,-1.6708372831344604,5.447387218475342,0.1907348483800888
107,0.4888916015625,0.068359375,-1.0467529296875,-1.5945433378219604,6.126403331756592,-0.03051757626235485
108,0.392333984375,0.040283203125,-1.0008544921875,-1.5029906034469604,5.523681163787842,-0.152587890625
109,0.3812255859375,0.0091552734375,-0.891357421875,-1.3046263456344604,5.142211437225342,-0.007629394065588713
110,0.3529052734375,-0.00927734375,-0.81640625,-1.3732908964157104,5.561828136444092,0.2136230319738388
111,0.323974609375,0.0089111328125,-0.80859375,-1.5869139432907104,5.599975109100342,0.4577636420726776
112,0.3470458984375,0.0479736328125,-0.7843017578125,-1.6708372831344604,5.149840831756592,0.60272216796875
113,0.3961181640625,0.086669921875,-0.71630859375,-1.6555784940719604,4.98199462890625,0.5645751953125
114,0.411376953125,0.116455078125,-0.681640625,-1.5716551542282104,5.355834484100342,0.3662109076976776
115,0.3421630859375,0.125244140625,-0.689453125,-1.4724730253219604,5.851745128631592,0.1144409105181694
116,0.2310791015625,0.1143798828125,-0.6729736328125,-1.4648436307907104,5.722045421600342,-0.0839233323931694
117,0.1331787109375,0.085205078125,-0.5994873046875,-1.5640257596969604,5.233764171600342,-0.1831054538488388
118,0.027099609375,0.04833984375,-0.5526123046875,-1.7089842557907104,4.94384765625,-0.02288818173110485
119,-0.0711669921875,0.0296630859375,-0.56494140625,-1.7776488065719604,4.32586669921875,0.6637572646141052
120,-0.08837890625,0.0399169921875,-0.5714111328125,-1.8615721464157104,3.219604253768921,1.1749267578125
121,0.0001220703125,0.060302734375,-0.5355224609375,-1.9912718534469604,2.22015380859375,1.4648436307907104
122,0.1038818359375,0.0777587890625,-0.5013427734375,-2.11334228515625,2.01416015625,1.4724730253219604
123,0.1392822265625,0.0975341796875,-0.5087890625,-2.15911865234375,2.00653076171875,1.3656615018844604
124,0.1346435546875,0.1044921875,-0.5289306640625,-2.0751953125,1.7318724393844604,1.220703125
125,0.109130859375,0.0831298828125,-0.5223388671875,-1.9073485136032104,1.5487669706344604,0.9307860732078552
126,-0.000244140625,0.0426025390625,-0.5185546875,-1.9836424589157104,1.7318724393844604,0.5645751953125
127,-0.1650390625,-0.0028076171875,-0.5447998046875,-2.1820068359375,1.18255615234375,0.57220458984375
128,-0.2386474609375,-0.047119140625,-0.5550537109375,-2.25067138671875,-0.3356933295726776,0.6942748427391052
129,-0.1756591796875,-0.0687255859375,-0.5108642578125,-2.17437744140625,-1.6860960721969604,0.7400512099266052
130,-0.068603515625,-0.0562744140625,-0.4688720703125,-2.08282470703125,-2.349853515625,0.8239745497703552
131,0.0345458984375,-0.024658203125,-0.4866943359375,-2.11334228515625,-2.761840581893921,0.7629393935203552
132,0.174072265625,-0.002197265625,-0.52734375,-2.14385986328125,-3.311156988143921,0.55694580078125
133,0.302001953125,0.0035400390625,-0.5447998046875,-2.05230712890625,-3.326415777206421,0.015258788131177425
134,0.328125,-0.0028076171875,-0.556884765625,-1.9149779081344604,-2.868652105331421,-0.54931640625
135,0.2923583984375,-0.01953125,-0.596435546875,-1.7395018339157104,-2.792358160018921,-0.8773803114891052
136,0.24853515625,-0.0474853515625,-0.65283203125,-1.6708372831344604,-2.899169683456421,-1.1444091796875
137,0.170654296875,-0.0760498046875,-0.7188720703125,-1.7166136503219604,-2.777099370956421,-1.0528564453125
138,0.087646484375,-0.07763671875,-0.775390625,-1.7623900175094604,-3.089904546737671,-0.4959106147289276
139,0.0892333984375,-0.0435791015625,-0.8021240234375,-1.8157957792282104,-4.0130615234375,-0.0762939453125
140,0.1573486328125,-0.00439453125,-0.817626953125,-1.9607542753219604,-4.76837158203125,0.0610351525247097
141,0.25439453125,0.0120849609375,-0.8612060546875,-1.8920897245407104,-5.187987804412842,0.1831054538488388
142,0.3701171875,0.015380859375,-0.927490234375,-1.8615721464157104,-5.195617198944092,0.1220703050494194
143,0.42822265625,0.0093994140625,-0.9730224609375,-1.8386839628219604,-4.79888916015625,0.0
144,0.428466796875,-0.0093994140625,-0.98779296875,-1.6632078886032104,-4.7454833984375,-0.03814697265625
145,0.4549560546875,-0.03857421875,-1.0037841796875,-1.6860960721969604,-4.9285888671875,-0.0839233323931694
146,0.4815673828125,-0.0709228515625,-1.0372314453125,-1.7623900175094604,-4.73785400390625,-0.02288818173110485
147,0.47509765625,-0.0855712890625,-1.0755615234375,-1.7852782011032104,-4.44793701171875,0.30517578125
148,0.511474609375,-0.0767822265625,-1.0848388671875,-1.7013548612594604,-4.47845458984375,0.61798095703125
149,0.602783203125,-0.056884765625,-1.0819091796875,-1.6479490995407104,-4.32586669921875,0.6484984755516052
150,0.6575927734375,-0.0430908203125,-1.112548828125,-1.6555784940719604,-3.784179449081421,0.4653930366039276
151,0.6741943359375,-0.040283203125,-1.1795654296875,-1.4495848417282104,-3.494262456893921,0.3967284858226776
152,0.737548828125,-0.0516357421875,-1.2412109375,-1.3275145292282104,-3.364562749862671,0.0534057579934597
153,0.77783203125,-0.0755615234375,-1.2774658203125,-1.2817381620407104,-2.4566650390625,-0.3738403022289276
154,0.7183837890625,-0.095458984375,-1.3212890625,-1.22833251953125,-1.3351439237594604,-0.4882812201976776
155,0.673828125,-0.1021728515625,-1.3575439453125,-1.3046263456344604,-1.22833251953125,-0.4196166694164276
156,0.7371826171875,-0.0994873046875,-1.335205078125,-1.2817381620407104,-1.4724730253219604,-0.4730224311351776
157,0.7916259765625,-0.084716796875,-1.28466796875,-1.0833740234375,-0.7705687880516052,-0.3585815131664276
158,0.7835693359375,-0.052001953125,-1.26953125,-0.9613036513328552,0.1754760593175888,-0.2365112155675888
159,0.802978515625,-0.0093994140625,-1.291015625,-1.007080078125,0.57220458984375,-0.29754638671875
160,0.83447265625,0.013427734375,-1.3193359375,-0.8621215224266052,1.068115234375,-0.3433227241039276
161,0.81787109375,0.011474609375,-1.3436279296875,-0.6866454482078552,1.8157957792282104,-0.4501342475414276
162,0.81298828125,-0.005126953125,-1.345458984375,-0.6408690810203552,2.11334228515625,-0.5950927734375
163,0.8509521484375,-0.032470703125,-1.3133544921875,-0.579833984375,2.4261474609375,-0.7171630263328552
164,0.8531494140625,-0.04638671875,-1.26904296875,-0.4348754584789276,3.288268804550171,-0.579833984375
165,0.786376953125,-0.032470703125,-1.2308349609375,-0.3662109076976776,4.302978515625,-0.1831054538488388
166,0.697021484375,-0.0067138671875,-1.1859130859375,-0.4348754584789276,4.92095947265625,0.0991821214556694
167,0.6064453125,0.0242919921875,-1.1524658203125,-0.3509521186351776,5.302428722381592,0.4501342475414276
168,0.4962158203125,0.05322265625,-1.1605224609375,-0.274658203125,5.722045421600342,0.7476806044578552
169,0.4298095703125,0.0654296875,-1.182373046875,-0.2899169921875,5.554198741912842,0.8544921278953552
170,0.453125,0.0596923828125,-1.1497802734375,-0.29754638671875,5.020141124725342,0.7705687880516052
171,0.5115966796875,0.029296875,-1.072509765625,-0.3738403022289276,4.913330078125,0.4577636420726776
172,0.5538330078125,-0.01318359375,-1.0135498046875,-0.3433227241039276,4.974365234375,0.3433227241039276
173,0.6080322265625,-0.044921875,-0.98388671875,-0.25177001953125,5.104064464569092,0.4425048530101776
174,0.6468505859375,-0.0443115234375,-0.9276123046875,-0.1754760593175888,5.538939952850342,0.54931640625
175,0.6221923828125,-0.009765625,-0.8275146484375,0.03051757626235485,6.118773937225342,0.6637572646141052
176,0.524169921875,0.0404052734375,-0.773193359375,0.0839233323931694,6.774901866912842,0.6561278700828552
177,0.3858642578125,0.078369140625,-0.8087158203125,0.0839233323931694,7.087707042694092,0.7019042372703552
178,0.2432861328125,0.095458984375,-0.87158203125,0.03814697265625,6.896972179412842,0.55694580078125
179,0.110595703125,0.0865478515625,-0.878662109375,-0.0534057579934597,6.278991222381592,0.3204345405101776
180,0.0390625,0.0546875,-0.839599609375,-0.152587890625,5.378722667694092,0.1678466647863388
181,0.0552978515625,0.0216064453125,-0.8033447265625,-0.28228759765625,4.55474853515625,-0.015258788131177425
182,0.0888671875,0.003662109375,-0.76904296875,-0.2441406100988388,4.06646728515625,0.1068115159869194
183,0.1298828125,0.00341796875,-0.6868896484375,-0.26702880859375,3.532409429550171,0.2593994140625
184,0.207275390625,0.0262451171875,-0.5614013671875,-0.30517578125,3.059386968612671,0.3356933295726776
185,0.2484130859375,0.0653076171875,-0.4683837890625,-0.30517578125,3.158569097518921,0.3738403022289276
186,0.2138671875,0.1009521484375,-0.45849609375,-0.2593994140625,3.326415777206421,0.3814696967601776
187,0.16162109375,0.1153564453125,-0.49609375,-0.2365112155675888,3.120422124862671,0.3433227241039276
188,0.1162109375,0.097900390625,-0.537353515625,-0.4425048530101776,2.792358160018921,0.3585815131664276
189,0.0625,0.0562744140625,-0.5814208984375,-0.518798828125,2.349853515625,0.518798828125
190,0.0401611328125,0.0069580078125,-0.6329345703125,-0.6866454482078552,1.6326903104782104,0.7095336318016052
191,0.0830078125,-0.033447265625,-0.6558837890625,-0.7705687880516052,0.9689330458641052,0.9307860732078552
192,0.137451171875,-0.04443359375,-0.62353515625,-0.8010863661766052,0.8239745497703552,1.12152099609375
193,0.1124267578125,-0.0291748046875,-0.5772705078125,-0.9155272841453552,1.0833740234375,1.3885496854782104
194,0.032470703125,-0.0032958984375,-0.56591796875,-0.8621215224266052,0.8316039443016052,1.6403197050094604
195,-0.0140380859375,0.0333251953125,-0.5762939453125,-0.7095336318016052,0.12969970703125,1.6098021268844604
196,-0.0289306640625,0.0567626953125,-0.58251953125,-0.7324218153953552,-0.3662109076976776,1.0833740234375
197,-0.05224609375,0.0384521484375,-0.5946044921875,-0.8087157607078552,-0.8697509169578552,0.4882812201976776
198,-0.0462646484375,-0.0167236328125,-0.62841796875,-1.01470947265625,-1.7776488065719604,0.06866455078125
199,0.0458984375,-0.07763671875,-0.6666259765625,-1.1138916015625,-2.754211187362671,-0.2288818210363388
200,0.1923828125,-0.1136474609375,-0.6883544921875,-1.13677978515625,-3.143310308456421,-0.4196166694164276
201,0.3065185546875,-0.123046875,-0.691162109375,-1.16729736328125,-2.952575445175171,-0.55694580078125
202,0.3582763671875,-0.102783203125,-0.686279296875,-0.9841918349266052,-2.723693609237671,-0.5340576171875
203,0.3751220703125,-0.055908203125,-0.6937255859375,-0.7781981825828552,-2.571105718612671,-0.5340576171875
204,0.3759765625,-0.008544921875,-0.7115478515625,-0.6942748427391052,-2.632140874862671,-0.6637572646141052
205,0.347900390625,0.02294921875,-0.7418212890625,-0.8544921278953552,-2.571105718612671,-1.07574462890625
206,0.2969970703125,0.031982421875,-0.7950439453125,-0.8087157607078552,-2.601623296737671,-1.3122557401657104
207,0.2733154296875,0.0177001953125,-0.8560791015625,-0.8544921278953552,-2.861022710800171,-1.4266966581344604
208,0.3101806640625,-0.0147705078125,-0.918701171875,-1.01470947265625,-3.250121831893921,-1.4877318143844604
209,0.351318359375,-0.0389404296875,-0.9749755859375,-1.1444091796875,-3.303527593612671,-1.13677978515625
210,0.39599609375,-0.0269775390625,-1.0301513671875,-1.22833251953125,-3.311156988143921,-0.52642822265625
211,0.47412109375,0.0111083984375,-1.061279296875,-1.3504027128219604,-3.211974859237671,-0.30517578125
212,0.504638671875,0.0477294921875,-1.055419921875,-1.3122557401657104,-2.838134527206421,-0.30517578125
213,0.4755859375,0.0806884765625,-1.04150390625,-1.2588499784469604,-2.655029058456421,-0.2136230319738388
214,0.473876953125,0.1041259765625,-1.0408935546875,-1.220703125,-2.746581792831421,-0.29754638671875
215,0.5198974609375,0.091796875,-1.050537109375,-1.2359619140625,-2.700805425643921,-0.7019042372703552
216,0.536376953125,0.046142578125,-1.0655517578125,-1.24359130859375,-2.3651123046875,-0.8773803114891052
217,0.5347900390625,0.00146484375,-1.0985107421875,-1.2664793729782104,-2.20489501953125,-0.6942748427391052
218,0.5987548828125,-0.02490234375,-1.164306640625,-1.3961790800094604,-2.12860107421875,-0.31280517578125
219,0.6815185546875,-0.0321044921875,-1.2286376953125,-1.5106199979782104,-1.5106199979782104,0.0
220,0.6983642578125,-0.0115966796875,-1.259521484375,-1.3961790800094604,-0.6484984755516052,0.3814696967601776
221,0.6785888671875,0.0340576171875,-1.2562255859375,-1.220703125,-0.03051757626235485,0.7247924208641052
222,0.6597900390625,0.0848388671875,-1.2506103515625,-1.15203857421875,0.4577636420726776,0.60272216796875
223,0.6103515625,0.110107421875,-1.251220703125,-1.0986328125,0.9841918349266052,0.2288818210363388
224,0.552734375,0.1051025390625,-1.23486328125,-1.07574462890625,1.007080078125,-0.14495849609375
225,0.57666015625,0.07763671875,-1.194580078125,-1.13677978515625,0.7476806044578552,-0.4272460639476776
226,0.6580810546875,0.0374755859375,-1.1767578125,-1.2969969511032104,0.9613036513328552,-0.7781981825828552
227,0.716796875,0.0008544921875,-1.19677734375,-1.3809202909469604,1.5335081815719604,-0.7247924208641052
228,0.779296875,-0.01611328125,-1.209716796875,-1.3198851346969604,1.8920897245407104,-0.3662109076976776
229,0.8668212890625,-0.0032958984375,-1.1900634765625,-1.2741087675094604,2.540588140487671,-0.1220703050494194
230,0.8680419921875,0.0325927734375,-1.1866455078125,-1.19781494140625,3.875732183456421,0.0534057579934597
231,0.74560546875,0.07177734375,-1.2154541015625,-1.06048583984375,4.95147705078125,0.2365112155675888
232,0.613037109375,0.098388671875,-1.2166748046875,-0.9918212294578552,5.172729015350342,0.25177001953125
233,0.5179443359375,0.102783203125,-1.1614990234375,-0.9994506239891052,5.096435070037842,-0.02288818173110485
234,0.438232421875,0.0814208984375,-1.1033935546875,-1.068115234375,4.93621826171875,-0.28228759765625
235,0.414306640625,0.0496826171875,-1.0765380859375,-1.0833740234375,4.53948974609375,-0.31280517578125
236,0.46923828125,0.0224609375,-1.0477294921875,-1.0986328125,4.1351318359375,-0.2059936374425888
237,0.5718994140625,0.014892578125,-0.9951171875,-1.0833740234375,4.12750244140625,-0.1220703050494194
238,0.6456298828125,0.036865234375,-0.9473876953125,-1.15203857421875,4.730224609375,0.015258788131177425
239,0.6492919921875,0.0635986328125,-0.941162109375,-1.1749267578125,5.439757823944092,0.3509521186351776
240,0.5921630859375,0.08349609375,-0.942138671875,-1.0223388671875,5.981444835662842,0.518798828125
241,0.4932861328125,0.0972900390625,-0.91796875,-0.8316039443016052,6.370543956756592,0.54168701171875
242,0.353759765625,0.09423828125,-0.883544921875,-0.8544921278953552,6.629943370819092,0.5340576171875
243,0.201904296875,0.0721435546875,-0.872314453125,-1.0986328125,6.469726085662842,0.5950927734375
244,0.1209716796875,0.0399169921875,-0.863037109375,-1.3275145292282104,5.676269054412842,0.7095336318016052
245,0.140380859375,0.0087890625,-0.8197021484375,-1.5335081815719604,4.8828125,0.8316039443016052
246,0.209716796875,0.001953125,-0.7645263671875,-1.5563963651657104,4.41741943359375,1.0986328125
247,0.2723388671875,0.0235595703125,-0.7333984375,-1.4038084745407104,4.302978515625,1.3122557401657104
248,0.3199462890625,0.0479736328125,-0.7222900390625,-1.4724730253219604,4.364013671875,1.22833251953125
249,0.3470458984375,0.0660400390625,-0.702392578125,-1.3961790800094604,4.425048828125,1.0833740234375
250,0.3145751953125,0.07861328125,-0.667236328125,-1.1749267578125,4.66156005859375,0.8087157607078552
251,0.2237548828125,0.0794677734375,-0.6422119140625,-1.07574462890625,4.730224609375,0.52642822265625
252,0.1356201171875,0.052490234375,-0.63134765625,-1.19781494140625,4.37164306640625,0.3738403022289276
253,0.09765625,0.0040283203125,-0.6177978515625,-1.3351439237594604,3.784179449081421,0.30517578125
254,0.1134033203125,-0.0391845703125,-0.591796875,-1.4495848417282104,3.166198492050171,0.3738403022289276
